LATITUDE       	LONGITUDE
46.442         	-94.975
46.608         	-96.308
46.275         	-111.475
45.192         	-109.308
45.108         	-104.058
46.525         	-104.975
48.858         	-106.142
47.025         	-104.392
46.608         	-104.225
45.942         	-111.475
47.525         	-105.392
48.525         	-107.225
46.775         	-104.808
47.525         	-104.308
48.358         	-105.558
46.775         	-107.725
48.608         	-104.142
46.025         	-109.308
45.608         	-109.642
46.442         	-107.725
48.275         	-105.975
46.858         	-104.475
46.025         	-108.558
41.525         	-103.975
42.275         	-103.308
41.025         	-99.392
41.775         	-96.142
40.608         	-101.975
42.942         	-101.808
41.025         	-103.392
41.108         	-99.308
42.525         	-103.475
41.025         	-99.892
41.192         	-102.475
40.108         	-102.058
41.692         	-102.225
41.775         	-102.058
40.525         	-100.975
42.442         	-98.808
41.025         	-101.308
41.358         	-104.058
40.775         	-101.225
41.442         	-103.308
40.942         	-101.308
42.358         	-102.225
42.192         	-103.475
41.858         	-114.058
39.608         	-74.558
39.608         	-74.892
39.192         	-74.725
39.442         	-74.975
39.525         	-74.975
40.692         	-74.975
40.192         	-74.725
40.358         	-74.558
40.275         	-74.392
40.858         	-74.642
40.108         	-74.392
39.692         	-75.392
41.108         	-74.892
40.692         	-75.142
34.942         	-106.725
33.775         	-108.308
33.442         	-103.892
35.025         	-108.475
36.358         	-104.892
34.525         	-103.225
34.442         	-104.225
32.025         	-106.642
32.358         	-104.225
32.608         	-108.225
35.192         	-105.058
35.442         	-103.475
32.692         	-109.058
33.275         	-103.142
33.692         	-105.475
31.442         	-108.225
35.108         	-108.558
35.942         	-105.225
32.025         	-105.142
34.942         	-103.142
36.858         	-106.642
34.108         	-103.142
36.608         	-108.308
35.775         	-105.225
35.275         	-106.558
35.025         	-106.058
32.775         	-107.308
34.442         	-106.808
36.358         	-105.642
34.858         	-106.058
36.275         	-103.058
34.775         	-106.725
43.025         	-76.725
42.108         	-76.975
43.025         	-78.975
43.025         	-75.642
43.192         	-77.558
42.775         	-74.308
43.192         	-78.975
43.025         	-76.058
41.442         	-74.725
43.275         	-75.975
42.858         	-74.058
42.525         	-77.642
40.942         	-72.642
45.942         	-102.558
47.192         	-97.725
48.108         	-99.308
48.608         	-101.142
46.692         	-100.475
47.192         	-97.308
45.942         	-98.808
48.858         	-103.225
47.608         	-98.975
46.608         	-100.058
47.358         	-98.558
46.858         	-103.725
47.692         	-97.392
46.108         	-101.392
47.358         	-98.392
47.025         	-99.725
46.275         	-98.725
46.608         	-99.808
48.275         	-100.642
47.442         	-103.308
47.275         	-101.308
47.692         	-98.475
47.025         	-100.975
48.608         	-97.642
48.108         	-100.225
47.942         	-98.808
46.525         	-97.558
48.525         	-101.142
46.608         	-97.225
46.192         	-97.642
47.358         	-100.475
46.108         	-101.308
46.608         	-103.642
47.275         	-97.475
47.025         	-99.475
48.775         	-99.058
47.275         	-97.392
48.192         	-97.642
48.025         	-101.058
48.608         	-104.058
41.025         	-82.308
39.192         	-81.892
39.942         	-80.808
38.775         	-83.975
39.525         	-84.725
40.692         	-81.225
39.108         	-84.308
39.525         	-83.725
40.858         	-80.558
40.942         	-82.808
41.275         	-81.642
39.942         	-84.475
41.275         	-84.808
39.858         	-82.808
39.692         	-83.642
39.858         	-83.058
41.692         	-84.142
38.775         	-82.558
41.608         	-81.308
39.775         	-83.808
39.942         	-81.558
39.108         	-84.642
40.942         	-83.892
40.608         	-83.892
40.358         	-81.225
41.442         	-84.142
39.358         	-83.392
39.442         	-82.308
39.025         	-82.808
40.525         	-80.892
40.275         	-82.725
38.608         	-82.558
40.192         	-82.725
40.275         	-83.975
41.442         	-82.058
39.858         	-83.558
41.108         	-80.642
40.442         	-83.225
41.108         	-82.142
39.108         	-81.808
40.442         	-84.475
40.108         	-84.058
39.608         	-81.225
39.858         	-84.392
39.608         	-81.642
40.358         	-82.892
40.108         	-82.058
39.608         	-81.308
41.525         	-83.225
41.108         	-84.808
39.608         	-83.142
41.025         	-81.392
40.942         	-84.058
41.192         	-82.892
40.192         	-84.058
41.025         	-81.475
40.608         	-81.558
40.108         	-83.225
40.942         	-84.808
39.192         	-82.308
39.275         	-84.308
39.525         	-81.225
40.942         	-81.975
41.525         	-84.808
41.442         	-83.725
40.775         	-83.308
45.025         	-117.892
44.358         	-121.058
44.358         	-121.225
45.692         	-120.308
44.692         	-121.142
43.692         	-117.058
45.858         	-119.642
45.692         	-119.308
45.358         	-117.975
40.192         	-74.808
40.858         	-77.725
44.608         	-97.975
45.525         	-98.058
44.608         	-103.058
45.025         	-97.975
45.275         	-97.058
44.442         	-100.225
44.525         	-97.808
43.108         	-96.475
45.858         	-97.225
44.942         	-98.392
43.192         	-100.308
31.942         	-95.892
34.275         	-102.642
